indikator_utama,indikator_kegiatan,rencana_aksi_desc,output_desc,pic_pelaksana,tw1_kegiatan,tw1_capaian,tw1_kendala,tw1_solusi,tw2_kegiatan,tw2_capaian,tw2_kendala,tw2_solusi,tw3_kegiatan,tw3_capaian,tw3_kendala,tw3_solusi,tw4_kegiatan,tw4_capaian,tw4_kendala,tw4_solusi,catatan_evaluatur_tw4,capaian_tahunan_rata
Pelaksanaan SAKIP Terintegrasi,Nilai SAKIP,10. Penyusunan LAKIN lembaga dan unit kerja yang telah memuat analisis yang mendalam,Laporan ,Biro Perencanaan,Fitri Suciani,0.0,https://docs.google.com/spreadsheets/d/1HJrzdaI3rbkivmcvywWMohiT6SEeoWDS/edit?usp=sharing&ouid=100630181729922768388&rtpof=true&sd=true,"LHE AKIP baru diterima pada awal februari, sehingga rekomendasi baru dapat dilakukan pada bulan Februari",0,0.0,https://docs.google.com/spreadsheets/d/1HJrzdaI3rbkivmcvywWMohiT6SEeoWDS/edit?usp=sharing&ouid=100630181729922768388&rtpof=true&sd=true,"LHE AKIP baru diterima pada awal februari, sehingga rekomendasi baru dapat dilakukan pada bulan Februari",0,0.0,Link LAKIN Pusat dan Daerah.xlsx,"LHE AKIP baru diterima pada awal februari, sehingga rekomendasi baru dapat dilakukan pada bulan Februari",0,0.0,Link LAKIN Pusat dan Daerah.xlsx,"LHE AKIP baru diterima pada awal februari, sehingga rekomendasi baru dapat dilakukan pada bulan Februari","1. Rencana aksi telah tercapai dan sesuai dengan indikator output, yaitu tersedianya link lakin yang berjumlah 558.
",0.0
Pelaksanaan SAKIP Terintegrasi,Nilai SAKIP,11. Reviu LAKIN lembaga BPS oleh Inspektorat,Laporan ,Biro Perencanaan,Fitri Suciani,0.0,https://drive.google.com/drive/folders/1ddsIQARz1akjd7M926YcQw30eR8_T2gR?usp=sharing,Timeline yang singkat dalam rangkaian penyelesaian lakin ,0,0.0,https://drive.google.com/drive/folders/1ddsIQARz1akjd7M926YcQw30eR8_T2gR?usp=sharing,Timeline yang singkat dalam rangkaian penyelesaian lakin ,0,0.0,6. LHR LAKIN BPS 2024-OK,Timeline yang singkat dalam rangkaian penyelesaian lakin ,0,0.0,6. LHR LAKIN BPS 2024-OK,Timeline yang singkat dalam rangkaian penyelesaian lakin ,"1. Mohon diisi dan dilengkapi kolom kegiatan yang dilaksanakan dalam pencapaian output pada Triwulan I dan II.
2. Ketercapaian indikator output Reviu LAKIN Lembaga BPS oleh Inspektorat telah mencapai target dengan realisasi pada TW I sebesar 1 laporan.
",0.0
Pelaksanaan SAKIP Terintegrasi,Nilai SAKIP,12. Revisi Draft LAKIN sesuai hasil Reviu LAKIN BPS,Laporan ,Biro Perencanaan,Fitri Suciani,0.0,https://drive.google.com/drive/folders/1FHAU5aMv23xE1Z6FC9YE6uikRroff5gl?usp=sharing,Timeline yang singkat dalam rangkaian penyelesaian LAKIN ,0,0.0,https://drive.google.com/drive/folders/1FHAU5aMv23xE1Z6FC9YE6uikRroff5gl?usp=sharing,Timeline yang singkat dalam rangkaian penyelesaian LAKIN ,0,0.0,7. Draf LAKIN BPS 2024 yang telah direvisi sesuai hasil reviu inspektorat-OK,Timeline yang singkat dalam rangkaian penyelesaian LAKIN ,0,0.0,7. Draf LAKIN BPS 2024 yang telah direvisi sesuai hasil reviu inspektorat-OK,Timeline yang singkat dalam rangkaian penyelesaian LAKIN ,"1. Rencana aksi telah sesuai target tercapai pada Triwulan I, dalam kegiatan terdapat kendala pada timeline yang sangat singkat dalam rangkaian penyelesaian LAKIN. Solusi yang dapat dilakukan adalah memperkuat koordinasi dengan inspektorat.
2. Mohon diisi kolom kegiatan yang dilaksanakan dalam pencapaian output.
",0.0
Pelaksanaan SAKIP Terintegrasi,Nilai SAKIP,13. Monitoring kualitas LAKIN unit kerja Tahun 2024,Dokumen,Biro Perencanaan,Fitri Suciani,0.0,https://drive.google.com/drive/folders/1X595qsnYCBS7nqP07AWLIUN8erMKi8ku?usp=sharing,"Jumlah satker yang diperiksa sangat banyak dengan waktu yang terbatas sementara jumlah anggota tim yang melakukan monitoring terbatas; 
Masih terdapat daerah yang tidak sesuai ketika memberikan link upload dokumen LAKIN mengakibatkan dokumen tidak dapat diakses, sehingga tim monitoring harus melakukan konfirmasi link dokumen yang sesuai.",0,0.0,https://drive.google.com/drive/folders/1X595qsnYCBS7nqP07AWLIUN8erMKi8ku?usp=sharing,"Jumlah satker yang diperiksa sangat banyak dengan waktu yang terbatas sementara jumlah anggota tim yang melakukan monitoring terbatas; 
Masih terdapat daerah yang tidak sesuai ketika memberikan link upload dokumen LAKIN mengakibatkan dokumen tidak dapat diakses, sehingga tim monitoring harus melakukan konfirmasi link dokumen yang sesuai.",0,0.0,8. Lembar kerja monitoring kualitas-OK,"Jumlah satker yang diperiksa sangat banyak dengan waktu yang terbatas sementara jumlah anggota tim yang melakukan monitoring terbatas; 
Masih terdapat daerah yang tidak sesuai ketika memberikan link upload dokumen LAKIN mengakibatkan dokumen tidak dapat diakses, sehingga tim monitoring harus melakukan konfirmasi link dokumen yang sesuai.",0,0.0,8. Lembar kerja monitoring kualitas-OK,"Jumlah satker yang diperiksa sangat banyak dengan waktu yang terbatas sementara jumlah anggota tim yang melakukan monitoring terbatas; 
Masih terdapat daerah yang tidak sesuai ketika memberikan link upload dokumen LAKIN mengakibatkan dokumen tidak dapat diakses, sehingga tim monitoring harus melakukan konfirmasi link dokumen yang sesuai.","1. Rencana aksi sudah mencapai target dan sesuai dengan indikator output.
2. Pada realisasi terdapat kendala, seperti:
a. jumlah satker yang diperiksa sangat banyak dengan waktu yang terbatas sementara jumlah anggota tim yang melakukan monitoring terbatas
b. Masih terdapat daerah yang tidak sesuai ketika memberikan link upload dokumen LAKIN mengakibatkan dokumen tidak dapat diakses, sehingga tim monitoring harus melakukan konfirmasi link dokumen yang sesuai.
Dari kendala tersebut solusi yang dapat dilakukan adalah mengoptimalkan penggunaan SDM yang ada dan meingkatkan koordinasi dengan BPS daerah/Unit kerja.

",0.0
Pelaksanaan SAKIP Terintegrasi,Nilai SAKIP,14. Melakukan pembinaan SAKIP untuk seluruh unit kerja,Kegiatan,Biro Perencanaan,Fitri Suciani,0.0,https://drive.google.com/drive/folders/1rgVCppaKcgAh8KwZ8dLmdH7qbNtfaAuu?usp=sharing,"IKU BPS belum fix, sehingga materi pembinaan masih fokus pada kualitas dan kelengkapan dokumen saja tidak fokus ke IKU, selain itu banyak PIC baru di Daerah yang rolling sehingga pemahamannya masih terbatas terkait SAKIP",0,0.0,https://drive.google.com/drive/folders/1rgVCppaKcgAh8KwZ8dLmdH7qbNtfaAuu?usp=sharing,"IKU BPS belum fix, sehingga materi pembinaan masih fokus pada kualitas dan kelengkapan dokumen saja tidak fokus ke IKU, selain itu banyak PIC baru di Daerah yang rolling sehingga pemahamannya masih terbatas terkait SAKIP",0,0.0,9. Pembinaan SAKIP-OK,"IKU BPS belum fix, sehingga materi pembinaan masih fokus pada kualitas dan kelengkapan dokumen saja tidak fokus ke IKU, selain itu banyak PIC baru di Daerah yang rolling sehingga pemahamannya masih terbatas terkait SAKIP",0,0.0,9. Pembinaan SAKIP-OK,"IKU BPS belum fix, sehingga materi pembinaan masih fokus pada kualitas dan kelengkapan dokumen saja tidak fokus ke IKU, selain itu banyak PIC baru di Daerah yang rolling sehingga pemahamannya masih terbatas terkait SAKIP","1. Rencana aksi sudah sesuai target, meskipun pembinaan masih fokus pada kualitas dan kelengkapan dokumen saja dikarenakan IKU BPS belum fix, selain itu banyak PIC baru di Daerah yang rolling sehingga pemahamannya masih terbatas terkait SAKIP. Dari kendala di atas dapat melakukann solusi seperti materi difokuskan pada kualitas dan kelengkapan dokumen untuk PIC baru diberikan media untuk bertanya melalui QnA saat pembinaan, serta contact person yang dapat menjawab pertanyaan terkait dokumen SAKIP.
2. Link bukti dukung pada TW II tidak sesuai, mohon dicek kembali.
3. Mohon agar diisi kolom kegiatan yang dilaksanakan dalam pencapaian output pada TW I dan II.
",0.0
Pelaksanaan SAKIP Terintegrasi,Nilai SAKIP,15. Monitoring notula penetapan target Renstra dan PK unit kerja,Dokumen,Biro Perencanaan,Fitri Suciani,0.0,https://drive.google.com/drive/folders/1YTRCaENonvWhnEHEOHdQsmwCb4qgmQy5?usp=sharing,"Saat tw I, Biroren belum memliki media bagi unit kerja maupun satker untuk mengunggah notulen rapat penetapan target Renstra dan PK, diawal direncanakan melalui SINERGI namun pengembangannya terkendala keterbatasan SDM di Biroren.",0,0.0,https://drive.google.com/drive/folders/1YTRCaENonvWhnEHEOHdQsmwCb4qgmQy5?usp=sharing,"Saat tw I, Biroren belum memliki media bagi unit kerja maupun satker untuk mengunggah notulen rapat penetapan target Renstra dan PK, diawal direncanakan melalui SINERGI namun pengembangannya terkendala keterbatasan SDM di Biroren.",0,0.0,10. Monitoring Notula Penetapan Target Renstra dan PK-OK,"Saat tw I, Biroren belum memliki media bagi unit kerja maupun satker untuk mengunggah notulen rapat penetapan target Renstra dan PK, diawal direncanakan melalui SINERGI namun pengembangannya terkendala keterbatasan SDM di Biroren.",0,0.0,10. Monitoring Notula Penetapan Target Renstra dan PK-OK,"Saat tw I, Biroren belum memliki media bagi unit kerja maupun satker untuk mengunggah notulen rapat penetapan target Renstra dan PK, diawal direncanakan melalui SINERGI namun pengembangannya terkendala keterbatasan SDM di Biroren.","1. Pada rencana aksi ini sudah mencapai target, dengan adanya laporan monitoring notula sesuai bukti link dukung, namun agar dilengkapi kolom kegiatan yang dilaksanakan pada Triwulan II.",0.0
Pelaksanaan SAKIP Terintegrasi,Nilai SAKIP,16. Melakukan Monitoring Tindak Lanjut atas rekomendasi evaluasi AKIP 2024 pada Aplikasi SINERGI modul Evaluasi,Persentase,Biro Perencanaan,Fitri Suciani,0.0,,,,0.0,,,,0.0,https://drive.google.com/file/d/1kOJCn0yqzKOrqohwYsyK8eFpH7CFND7-/view?usp=sharing,"Saat ini masih dilakukan proses evaluasi tindaklanjut rekomendasi tahun 2024 oleh tim evaluator akip 2025, berdasarkan jadwal pelaksanaan akan selesai dibulan oktober 2025",0,0.0,https://drive.google.com/drive/folders/1M2WLMhlcXRJK0adlZqhnEep9rjptwjN7?usp=sharing,,,0.0
Pelaksanaan SAKIP Terintegrasi,Nilai SAKIP,17. Penyelenggaraan Bimtek Evaluator AKIP 2025 dan Penambahan menu tindak lanjut APIP pada Aplikasi SINERGI modul Evaluasi,Persentase,Biro Perencanaan,Fitri Suciani,0.0,,,,0.0,https://drive.google.com/drive/folders/1iZzquKBO00Wgj5bxIsGnvrxMuL-I1p_l?usp=sharing,"Saat tw I, Inspektorat Utama belum memperoleh IKU final masing-masing unit kerja dari Biroren sehingga terkendala dalam melakukan pengembangan Aplikasi SINERGI-Evaluasi yang akan digunakan saat pelaksanaan Bimtek dan evaluasi AKIP. IKU tersebut baru diperoleh pada pertengahan Juni 2025",0,0.0,https://drive.google.com/file/d/1kLccMJInaQS7p1ChX_ll_AiSEdbt7xp8/view?usp=sharing ,,0,0.0,https://drive.google.com/file/d/1kLccMJInaQS7p1ChX_ll_AiSEdbt7xp8/view?usp=sharing ,,"Target penyelesaian tidak selaras dengan satuan output. 
Jika Bimtek dilaksanakan pada Bulan Juli 2025, maka target penyelesaian seharusnya di Triwulan III.",0.0
Pelaksanaan Tata kelola Kebijakan Publik,Indeks Perencanaan Pembangunan,1. Evaluasi dan internalisasi kepada tim perencanaan dan pelaksanaan anggaran terkait hasil penilaian Indeks Perencanaan Pembangunan Nasional Tahun 2024 khususnya untuk catatan yang perlu ditindaklanjuti,Dokumen,Biro Perencanaan,Nurachma Indrati,0.0,,,,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/nurachma_license365bps_onmicrosoft_com/EtcBpGzp_gRFuB-e_FhDf5gBtzoZDwd8FT_NQWlUzChPHw?e=IQVqRU,"Perencanaan tahun 2025 sudah selesai dilakukan pada tahun 2024, sehingga untuk penilaian IPPN tahun ini tidak ada perbaikan yang bisa dilakukan",,0.0,,,,0.0,,,"1. Rencana aksi tidak mencapai target di TW II, dikarenakan sosialisasi baru dilaksanakan pada bulan Juli, yang seharusnya dilakukan pada bulan Juni.
2. Mohon diisi kolom kegiatan yang dilaksanakan dalam pencapaian output dan anggaran yang digunakan.

",0.0
Pelaksanaan Tata kelola Kebijakan Publik,Indeks Perencanaan Pembangunan,2. Peningkatan kualitas dokumen perencanaan BPS,Dokumen,Biro Perencanaan,Nurachma Indrati,0.0,,,,0.0,,,,0.0,https://drive.google.com/drive/folders/19I86YnFGNkNAcaidbp5cUSZIi0xwsdr3?usp=sharing,"Proses identifikasi yang cukup sulit karena adanya perbedaan antara Renja, Renstra dan RKP",0,0.0,,,,0.0
Pelaksanaan Tata kelola Kebijakan Publik,Indeks Pembangunan Statistik,1. Pelaksanaan pemantauan / reviu penerapan SDI di BPS,Persentase,Biro Perencanaan,Aisyah Durotussa'adah,0.0,,,,0.0,,,,0.0,,,,0.0,Laporan/Monitoring Pelaksanaan Prinsip SDI,laporan/publikasi lengkap masing-masing prinsip SDI dijadwalkan baru dapat tersedia di M4 Desember.,,0.0
Pelaksanaan Tata kelola Kebijakan Publik,Indeks Pembangunan Statistik,2. Penyusunan strategi dan pelaksanaan tindak lanjut hasil reviu kualitas proses bisnis statistik,Persentase,Biro Perencanaan,Aisyah Durotussa'adah,0.0,TW I,-,0,0.0,TW 2,"Dalam penyusunan mekanisme Penilaian Statistik Berkualitas (PSB) menggunakan instrumen EPSS, ternyata tidak bisa sepenuhnya mengadopsi konsep tata kelola maupun tingkat kematangan indikator yang digunakan dalam EPSS karena Penilaian EPSS disusun untuk mengevaluasi level lembaga (K/L/Pemda), sedangkan PSB akan dilakukan pada level unit kerja eselon 2 di BPS.",0,0.0,TW 3 ,Terdapat perbedaan persepsi/pemahaman indikator yang digunakan dalam PSB maupun pelaksanaan PSB secara umum,-,0.0,,,"1. Rencana aksi yang disusun ditargetkan adanya realisasi pada Triwulan II 2025 sebesar 25%. Pada Triwulan II sudah dilakukan kegiatan penyusunan dan penyepakatan mekanisme penilaian statistik berkualitas menggunakan insturmen EPSS sebagai alat pengukuran IKU unit kerja BPS untuk melihat kualitas proses bisnis statistik di unit kerja BPS(Kepala Biro Perencanaan dan Tim EPSS). Namun perlu dijelaskan/dilengkapi kembali dengan dasar perhitungan yang relevan sehingga mendapatkan angka 25% sesuai target.
2. Kendala yang dihadapi dalam kegiatan tersebut tidak bisa sepenuhnya mengadopsi konsep tata kelola maupun tingkat kematangan indikator yang digunakan dalam EPSS karena penilaian EPSS disusun untuk mengevaluasi level lembaga (K/L/Pemda), sedangkan PSB akan dilakukan pada level unit kerja eselon 2 di BPS. Atas kendala tersebut solusi yang dapat dilakukan adalah dengan melakukan adaptasi tata kelola dan instrumen EPSS yang disesuaikan dengan kebutuhan pengukuran kinerja unit kerja BPS Pusat.
3. Kolom kegiatan yang dilaksanakan dalam pencapaian output harus diisi dan kolom capaian output (kumulatif) diisi sesuai satuan output (persentase).

",0.0
Pelaksanaan Tata kelola Kebijakan Publik,Indeks Pembangunan Statistik,"3. - Penetapan perubahan Struktur Organisasi dan Tata Kerja BPS
- Penetapan unit Kerja pengampu tindak lanjut rekomendasi IPS berdasarkan Struktur Organisasi dan Tata Kerja yang baru",Dokumen,Biro Perencanaan,Aisyah Durotussa'adah,0.0,,,,0.0,,,,0.0,https://jdih.web.bps.go.id/public/index.php/dokumen-hukum/download/eyJpdiI6IjV1VjQ3dEpxMDRPc0xKVWQxeDhpWUE9PSIsInZhbHVlIjoiTlBSbkRCM0dCTm5EUmx4U2ZCc3VEQT09IiwibWFjIjoiOTIxOTQ5NTliMTNkOGEzNTRmNGMwNjZmYzBiNDZkOTgwNTY4MTg4ZTQxNTE2MjVjNDMyNjdiMDYwZmU4ZDVhZCIsInRhZyI6IiJ9,Unit kerja pengampu berdasarkan OTK baru belum operasional karena belum dilakukan pelantikan pejabat sesuai Peraturan BPS Nomor 2 Tahun 2025,,0.0,,,,0.0
Pelaksanaan Tata kelola Kebijakan Publik,Capaian Prioritas Nasional,1. Monitoring capaian RO Prioritas Nasional setiap triwulan,Dokumen,Biro Perencanaan,Nur Fajarwati,0.0,https://drive.google.com/drive/folders/10N6l2r4UtN04iTVvaL3abKTmDm53N1mw?usp=sharing,terdapat 1 RO PN (PUBLIKASI/LAPORAN PENYUSUNAN DISAGREGASI PMTB) yang tidak mencapai target,0,0.0,https://drive.google.com/drive/folders/1CLXeknUWaQQ2igTydHQJjw8pD6UpHyQt?usp=sharing,-,0,0.0,https://drive.google.com/drive/folders/1txM51W3ZUQ2gQkoNCGFNfybokBMstajB?usp=sharing,Tidak ada kendala,0,0.0,https://drive.google.com/drive/folders/1vLcdlwDcbg67uwpMz9c8D9S9U64tDjYF?usp=sharing,Tidak ada kendala,1. Pencapaian atas rencana aksi Monitoring capaian RO Prioritas Nasional setiap triwulan sesuai dengan target pada Triwulan I dan Triwulan II tahun 2025. Pencapaian tersebut sudah dilengkapi dengan bukti dukung.,0.0
Pelaksanaan Tata kelola Kebijakan Publik,Capaian Prioritas Nasional,2. Monitoring capaian indikator Sasaran Strategis setiap triwulan,Dokumen,Biro Perencanaan,Nur Fajarwati,0.0,https://drive.google.com/drive/folders/1ZZPoIvQ99g2sCQBOp12Y52WLgaeF4RXl?usp=sharing,-,0,0.0,-,"Monitoring capaian kinerja triwulan I baru berisi kendala, solusi, dan rencana tindak lanjut. Hal ini dikarenakan IKU dan renstra masih dalam pembahasan.",0,0.0,https://drive.google.com/drive/folders/1pvzi9zZ2rn2baNOTJN2nmXgIZFRG079x?usp=sharing,"- Belum optimalnya monitoring kinerja yang dilakukan di level lembaga sehingga arahan/kebijakan/solusi yang dilaksanakan untuk mengatasi kendala yang muncul masih terbatas dilakukan oleh masing-masing unit kerja dan belum terintegrasi dengan unit kerja lainnya yang terkait
- Belum sesuainya pengisian kertas kerja monitoring kinerja oleh unit kerja dan satuan kerja",0,0.0,,,"1. Pencapaian atas rencana aksi Monitoring capaian indikator Sasaran Strategis setiap triwulan sesuai dengan target pada Triwulan I tahun 2025. Pencapaian tersebut sudah dilengkapi dengan bukti dukung.
2. Belum ada capaian atas rencana aksi pada TW II dikarenakan terdapat kendala pada IKU dan Renstra yang mana masih dalam tahap pembahasan.
",0.0
Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,1. Mengevaluasi Peta Rencana SPBE BPS 2020-2024,Laporan,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/mira_license365bps_onmicrosoft_com/IgDv_DAR0YNIQKnEcrR01ueGAe6nljypnHMu6b0SwWjbWiU?e=GOf5yg,Belum direviu oleh Direktur SIS,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,2. Menganalisis Renstra BPS 2025-2029,Laporan,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/mira_license365bps_onmicrosoft_com/IgDv_DAR0YNIQKnEcrR01ueGAe6nljypnHMu6b0SwWjbWiU?e=GOf5yg,Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk reviu lebih mendalam,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,3. Menganalisis Arah Kebijakan Transformasi Digital Nasional,Dokumen,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/mira_license365bps_onmicrosoft_com/IgDv_DAR0YNIQKnEcrR01ueGAe6nljypnHMu6b0SwWjbWiU?e=GOf5yg,Belum direviu oleh Direktur SIS,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,4. Menyusun Peta Rencana SPBE BPS 2025-2029,Dokumen,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,,Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan peta rencana dengan menyesuaikan renstra,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,5. Evaluasi Layanan Online BPS,Laporan,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,,Belum dilakukan pendokumentasian dalam bentuk laporan,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,6. Tindak lanjut/ pengembangan Layanan Online berdasarkan hasil evaluasi,Persen,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/mira_license365bps_onmicrosoft_com/EtMTJORD0tRHnP0DaN-i-BMBHUFROZnsjjRWpTurb4uJsw?e=fK5Xab,"- Belum adanya kesepakatan proses bisnis.
- Belum jelasnya pembagian fitur atau kapabiltas sistem antara Aplikasi Rencana dan FRS.",0,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/mira_license365bps_onmicrosoft_com/EtkE8smIHLhCrwFPBTftVkMBN-YzkgL3ksdv0foBdjSpVw?e=Vdz3Wg,"- Proses bisnis fitur PK Monev Aplikasi SINERGI masih belum jelas.
- Programmer merangkap di project pembangunan aplikasi lain.",0,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/mira_license365bps_onmicrosoft_com/IgDv_DAR0YNIQKnEcrR01ueGAe6nljypnHMu6b0SwWjbWiU?e=GOf5yg,Proses bisnis aplikasi SINERGI yang berubah-ubah,"1. Mohon menyertai lampiran pada link bukti dukung.
 2. Mohon memberikan penjelasan terkait rumus yang digunakan dalam menghitung presentase penyelesaian target output.",0.0
Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,7. Audit Aplikasi SPBE oleh Eksternal,Laporan,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,,Belum tersedianya anggaran kegiatan Audit Aplikasi SPBE Eksternal,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,8. Audit Infrastruktur SPBE oleh Eksternal,Laporan,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,,Belum tersedianya anggaran kegiatan Audit Infrastruktur SPBE Eksternal,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,9. Audit Keamanan SPBE oleh Eksternal,Laporan,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/mira_license365bps_onmicrosoft_com/IgDv_DAR0YNIQKnEcrR01ueGAe6nljypnHMu6b0SwWjbWiU?e=GOf5yg,Pelaksanaan audit dilakukan paralel bersamaan dengan berbagai kegiatan lainnya,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Tingkat Implementasi Kebijakan Arsitektur SPBE,1. Menyusun Kebijakan Arsitektur SPBE BPS  2025-2029 (Perka BPS),Dokumen,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,,Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan kebijakan arsitektur SPBE dengan menyesuaikan renstra,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Tingkat Implementasi Kebijakan Arsitektur SPBE,2. Menyusun Peta Rencana SPBE BPS  2025-2029,Dokumen,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,,,,0.0,,Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan peta rencana dengan menyesuaikan renstra,,0.0
Pelaksanaan Arsitektur SPBE Nasional,Tingkat Implementasi Kebijakan Arsitektur SPBE,3. Menggambarkan Peta Rencana SPBE BPS  2025-2029 pada SIA SPBE,Persen,Direktorat SIS,Yulia Virantina,0.0,,,,0.0,,,,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/mira_license365bps_onmicrosoft_com/Eldn30JlinxCs27Yns7-XiUBy3f1umlz12-aFfAkMnWicQ?e=s6DDyK,Renstra BPS yang dijadwalkan final pada Agustus sampai saat ini belum final.,0,0.0,https://license365bps-my.sharepoint.com/:f:/g/personal/mira_license365bps_onmicrosoft_com/IgDv_DAR0YNIQKnEcrR01ueGAe6nljypnHMu6b0SwWjbWiU?e=GOf5yg,Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan arsitektur peta rencana SPBE dengan menyesuaikan renstra,,0.0
Pelaksanaan Arsip Digital,Tingkat Digitalisasi Arsip ,1. Autentifikasi arsip hasil alih media,Persentase,Biro Umum ,Tri Purwanto,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1) Kegiatan penyeleksian arsip baru bisa dilakukan setelah berkas/ dokumennya lengkap
2) Masih terbatasnya kapasitas mesin scanner yang digunakan untuk alih media",0,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1) Kegiatan penyeleksian arsip baru bisa dilakukan setelah berkas/ dokumennya lengkap
2) Masih terbatasnya kapasitas mesin scanner yang digunakan untuk alih media",0,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1) Kegiatan penyeleksian arsip baru bisa dilakukan setelah berkas/ dokumennya lengkap
2) Masih terbatasnya kapasitas mesin scanner yang digunakan untuk alih media.",-,0.0,https://drive.bps.go.id/s/m5fcpkGgY7w64QB,"1) Kegiatan penyeleksian arsip baru bisa dilakukan setelah berkas/ dokumennya lengkap
2) Masih terbatasnya kapasitas mesin scanner yang digunakan untuk alih media.","1. Pada rencana aksi ini, target penyelesaian yang ditentukan untuk TW I adalah 25% dan pada TW II 50%, keduanya dilengkapi dengan bukti dukung yang dilampirkan berupa folder yang berisikan beberapa dokumen pdf.
 2. Mohon memberikan penjelasan terkait rumus yang digunakan dalam menghitung presentase penyelesaian target output.
 3. Mohon mengisi kolom Kegiatan yang Dilaksanakan dalam Pencapaian Output, Kendala, Solusi dan Anggaran yang digunakan (apabila tidak ada, mohon diberikan keterangan).",0.0
