Kategori,Kegiatan Utama,Indikator Kegiatan Utama,Rencana Aksi,Output Satuan,PIC Pelaksana,Target TW 1,Target TW 2,Target TW 3,Target TW 4,Capaian TW 1,Capaian TW 2,Capaian TW 3,Capaian TW 4,Kendala TW 4,Solusi TW 4,Catatan Evaluator TW4
General,Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,3. Menganalisis Arah Kebijakan Transformasi Digital Nasional,Dokumen,Direktorat SIS,0,0,0,1,,,,0.8,Belum direviu oleh Direktur SIS,Menjadwalkan proses reviu oleh Direktur SIS,Target atas rencana aksi Menganalisis Arah Kebijakan Transformasi Digital Nasional ditetapkan pada Triwulan IV belum tercapai sesuai dengan target yang telah ditetapkan. Kendala yang dialami adalah reviu peta tersebut belum direviu oleh Direktorat SIS.
General,Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,4. Menyusun Peta Rencana SPBE BPS 2025-2029,Dokumen,Direktorat SIS,0,0,0,1,,,,0,Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan peta rencana dengan menyesuaikan renstra,Menyelesaikan penyusunan Peta Rencana SPBE BPS 2025-2029,Target atas rencana aksi Menyusun Peta Rencana SPBE BPS 2025-2029 ditetapkan pada Triwulan IV belum tercapai sesuai dengan target yang telah ditetapkan. Kendala yang dialami adalah reviu peta tersebut belum direviu oleh Direktorat SIS. Kendala yang dialami adalah Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan peta rencana dengan menyesuaikan renstra.
General,Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,5. Evaluasi Layanan Online BPS,Laporan,Direktorat SIS,0,0,0,1,,,,0,Belum dilakukan pendokumentasian dalam bentuk laporan,Menyelesaikan penyusunan laporan hasil evaluasi Layanan Online BPS,Target atas rencana aksi Evaluasi Layanan Online BPS ditetapkan pada Triwulan IV.
General,Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,6. Tindak lanjut/ pengembangan Layanan Online berdasarkan hasil evaluasi,Persen,Direktorat SIS,0,25,50,100,,0.25,0.5,100,Proses bisnis aplikasi SINERGI yang berubah-ubah,Melakukan konfirmasi proses bisnis aplikasi SINERGI kepada PJK,"Ketercapaian atas output dari rencana aksi Tindak lanjut/ pengembangan Layanan Online berdasarkan 
hasil evaluasi telah sesuai dengan target yang ditetapkan di Triwulan IV yaitu sebesar 100 persen pengembanganan 
layanan online. Kendala yang dialami pada triwulan ini adalah Proses bisnis aplikasi SINERGI yang berubah-ubah. "
General,Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,7. Audit Aplikasi SPBE oleh Eksternal,Laporan,Direktorat SIS,0,0,0,1,,,,0,Belum tersedianya anggaran kegiatan Audit Aplikasi SPBE Eksternal,Perlu dilakukan perencanaan dan pengajuan anggaran kegiatan Audit Aplikasi SPBE Eksternal,"Target atas rencana aksi Audit Aplikasi SPBE oleh Eksternal ditetapkan pada Triwulan IV tidak dapat tercapai dikarenakan belum tersedianya anggaran kegiatan Audit Aplikasi SPBE Eksternal. Audit Aplikasi SPBE baru dilakukan secara internal, belum secara eksternal."
General,Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,8. Audit Infrastruktur SPBE oleh Eksternal,Laporan,Direktorat SIS,0,0,0,1,,,,0,Belum tersedianya anggaran kegiatan Audit Infrastruktur SPBE Eksternal,Perlu dilakukan perencanaan dan pengajuan anggaran kegiatan Audit Infrastruktur SPBE Eksternal,"Target atas rencana aksi Audit Infrastruktur SPBE oleh Eksternal ditetapkan pada Triwulan IV tidak dapat tercapai dikarenakan belum tersedianya anggaran kegiatan Audit Aplikasi SPBE Eksternal. Audit Infrastruktur SPBE baru dilakukan secara internal, belum secara eksternal."
General,Pelaksanaan Arsitektur SPBE Nasional,Indeks SPBE,9. Audit Keamanan SPBE oleh Eksternal,Laporan,Direktorat SIS,0,0,0,1,,,,1,Pelaksanaan audit dilakukan paralel bersamaan dengan berbagai kegiatan lainnya,-,Target atas rencana aksi Audit Keamanan SPBE oleh Eksternal ditetapkan pada Triwulan IV.
General,Pelaksanaan Arsitektur SPBE Nasional,Tingkat Implementasi Kebijakan Arsitektur SPBE,1. Menyusun Kebijakan Arsitektur SPBE BPS  2025-2029 (Perka BPS),Dokumen,Direktorat SIS,0,0,0,1,,,,0,Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan kebijakan arsitektur SPBE dengan menyesuaikan renstra,Melanjutkan proses penyusunan kebijakan arsitektur SPBE,Target atas rencana aksi Menyusun Kebijakan Arsitektur SPBE BPS  2025-2029 (Perka BPS) ditetapkan pada Triwulan IV belum tercapai sesuai dengan target yang ditetapkan. Kendala yang dialami adalah Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan kebijakan arsitektur SPBE dengan menyesuaikan renstra.
General,Pelaksanaan Arsitektur SPBE Nasional,Tingkat Implementasi Kebijakan Arsitektur SPBE,2. Menyusun Peta Rencana SPBE BPS  2025-2029,Dokumen,Direktorat SIS,0,0,0,1,,,,0,Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan peta rencana dengan menyesuaikan renstra,Menyelesaikan penyusunan Peta Rencana SPBE BPS 2025-2029,Target atas rencana aksi Menyusun Peta Rencana SPBE BPS  2025-2029 ditetapkan pada Triwulan IV belum tercapai sesuai dengan target yang ditetapkan. Kendala yang dialami adalah Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan kebijakan arsitektur SPBE dengan menyesuaikan renstra.
General,Pelaksanaan Arsitektur SPBE Nasional,Tingkat Implementasi Kebijakan Arsitektur SPBE,3. Menggambarkan Peta Rencana SPBE BPS  2025-2029 pada SIA SPBE,Persen,Direktorat SIS,0,0,50,100,,,0.5,0.5,Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan arsitektur peta rencana SPBE dengan menyesuaikan renstra,Melanjutkan proses penyusunan arsitektur peta rencana SPBE,Ketercapaian atas output dari rencana aksi Menggambarkan Peta Rencana SPBE BPS  2025-2029 pada SIA SPBE belum sesuai dengan target yang ditetapkan di Triwulan IV yaitu sebesar 100 persen tersedianya artifak Peta Rencana SPBE BPS 2025-2029 pada SIA SPBE. Kendala yang dialami adalah Renstra BPS baru terbit sehingga masih membutuhkan waktu untuk penyusunan kebijakan arsitektur SPBE dengan menyesuaikan renstra.
General,Pelaksanaan Arsip Digital,Tingkat Digitalisasi Arsip ,1. Autentifikasi arsip hasil alih media,Persentase,Biro Umum ,0.25,0.5,0.75,1,0.5498,0.5639,0.8921,1,"1) Kegiatan penyeleksian arsip baru bisa dilakukan setelah berkas/ dokumennya lengkap
2) Masih terbatasnya kapasitas mesin scanner yang digunakan untuk alih media.","1) Segera memberkaskan seluruh dokumen kegiatan yang sudah selesai dilaksanakan
2) Koordinasi dengan PJK di Biro Keuangan dan unit kerja terkait lainnya.","Target output pada Triwulan IV telah tercapai. Capaian tersebut didukung dengan bukti berupa laporan dan dokumen pendukung lainnya. Dalam proses pencapaiannya, masih terdapat beberapa kendala seperti kegiatan penyeleksian arsip baru bisa dilakukan setelah berkas/ dokumennya lengkap, dan masih terbatasnya kapasitas mesin scanner yang digunakan untuk alih media. Namun, tim PIC telah menindaklanjuti dengan melengkapi dokumen kegiatan yang telah selesai dilaksanakan serta melakukan koordinasi dengan Biro Keuangan dan unit kerja terkait lainnya sebagai langkah strategis untuk mengatasi kendala tersebut."
General,Pelaksanaan Arsip Digital,Tingkat Digitalisasi Arsip ,2. Pemberkasan naskah dinas yang tercipta pada aplikasi Srikandi di seluruh unit pengolah,Persentase,Biro Umum ,0.25,0.5,0.75,1,1,1,1,1,"1). Kesulitan dalam pemilihan kode klasifikasi arsip yang tepat dalam pemberkasan
2). Masih terjadi kendala jaringan dan error khususnya pada jam kerja yang sibuk",Melakukan pendampingan dan melayani konsultasi penggunaan Srikandi dan pemilihan kode klasifikasi yang tepat.,"Ketercapaian atas output dari rencana aksi Pemberkasan naskah dinas yang tercipta pada aplikasi Srikandi di seluruh unit pengolah telah 100 persen pada Triwulan II, namun di Triwulan selanjutnya masih melakukan kegiatan antara lain : 
a.        Melakukan pendampingan ke operator Srikandi secara offline untuk unit kerja pusat dan secara online untuk BPS daerah;
b.        Melayani konsultasi user Srikandi melalui Help Desk (telepon, WA, email, dll);
c.        Mengikuti rapat penyempurnaan Aplikasi SEKAR untuk menunjang pengelolaan arsip keuangan secara elektronik."""
General,Pelaksanaan Arsip Digital,Tingkat Digitalisasi Arsip ,3. Pelaksanaan monitoring dan evaluasi secara berkala pada penyelenggaraan SIKN/JIKN,Laporan,Biro Umum ,1,2,3,4,1,2,3,4,Identifikasi dan penyusunan metadata arsip memerlukan waktu yang lebih lama untuk arsip/foto yang belum ada daftarnya,Melakukan penelusuan arsip ke sumbernya (unit kerja maupun pejabat terkait),Ketercapaian output pada rencana aksi pelaksanaan monitoring dan evaluasi secara berkala pada penyelenggaraan SIKN/JIKN telah sesuai dengan target yang ditetapkan yaitu 1 dokumen  Laporan Monev Penyelenggaraan SIKN-JIKN serta dokumen pendukung lainnya pada Triwulan IV ini.
General,Pelaksanaan Arsip Digital,Tingkat Digitalisasi Arsip ,4. Mengikuti diklat/bimtek/workshop terkait materi pengelolaan arsip elektronik (PAE),Persentase,Biro Umum ,0.25,0.5,0.75,1,1,1,1,1,"1). Masih terbatasnya panggilan diklat arsiparis dari ANRI pada tahun 2025.
2). Beberapa peserta sertifikasi belum lulus ujian sertifikasi dan/atau mansoskul.
","Koordinasi dengan Biro SDM, Pusdiklat dan PIC ANRI",Target rencana aksi Mengikuti diklat/bimtek/workshop terkait materi pengelolaan arsip elektronik (PAE) sudah terealisasi 100 persen pada Triwulan I.
General,Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),1. Melakukan review DIPA secara periodik,Dokumen,Biro Keuangan,1,2,3,4,1,2,3,4,"1)Revisi terakhir memuat banyak penyesuaian sekaligus (POK, RPD, pagu minus, SBSN) dalam waktu terbatas sehingga meningkatkan risiko keterlambatan dan kesalahan administrasi.

2) Masih diperlukan pemutakhiran POK secara masif, menunjukkan perencanaan belum sepenuhnya mengantisipasi dinamika pelaksanaan hingga akhir tahun.

3) Penyesuaian akibat penghapusan SBSN dan optimalisasi anggaran memerlukan perubahan cepat pada rencana kegiatan satker.

4) Banyaknya satker dan variasi pemahaman teknis revisi memperlambat konsolidasi usulan.","1) Penguatan kualitas perencanaan sejak awal tahun
POK dan RPD disusun lebih realistis dan fleksibel untuk mengurangi penyesuaian di akhir tahun.

2) Pemutakhiran POK dilakukan bertahap
Penyesuaian administratif tidak ditumpuk pada revisi terakhir, tetapi diselesaikan pada revisi tengah tahun.

3) Penguatan pembinaan dan asistensi satker
Pedoman revisi dibuat lebih sederhana dan aplikatif untuk menyamakan pemahaman teknis.

4) Peningkatan kualitas dokumen dukung revisi
Justifikasi, dasar hitung, dan matriks perubahan disusun lebih presisi agar proses reviu lebih cepat.","Ketercapaian atas rencana aksi Melakukan review DIPA secara periodik telah sesuai dengan target yang telah ditetapkan pada Triwulan IV, yaitu sebesar 1 dokumen hasil reviu atas DIPA. Sehingga sampai dengan Triwulan IV target penyelesaian secara kumulatif sebanyak 4 dokumen."
General,Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),2. Melakukan penyusunan rencana penarikan dana masing-masing jenis belanja,Dokumen,Biro Keuangan,1,2,3,4,1,2,3,4,adanya revisi DIPA yang berdampak pada pergeseran alokasi dan waktu penarikan dana,Melakukan pemutakhiran RPD TW IV melalui koordinasi antara PPK dan PJK,"Ketercapaian atas rencana aksi Melakukan penyusunan rencana penarikan dana masing-masing jenis belanja telah sesuai dengan target yang telah ditetapkan, yaitu sebesar 1 dokumen rencana penraikan dana. Sehingga sampai dengan Triwulan III target penyelesaian secara kumulatif sebanyak 4 dokumen."
General,Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),3. Melakukan monitoring penyerapan anggaran,Dokumen,Biro Keuangan,1,2,3,4,1,2,3,4,adanya perubahan jadwal kegiatan dan perubahan jadwal pengadaan sehingga berpotensi menyebabkan penyerapan anggaran tidak maksimal,Koordinasi antara PPK dan PJK terkait pelaksanaan kegiatan dan penyerapan anggaran,"Ketercapaian atas rencana aksi Melakukan monitoring belanja kontraktual dan penyelesaian tagihan telah sesuai dengan target yang telah ditetapkan, yaitu sebesar 1 dokumen Monitoring Kontrak. Sehingga sampai dengan Triwulan IV target penyelesaian secara kumulatif sebanyak dokumen. "
General,Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),4. Melakukan monitoring belanja kontraktual dan penyelesaian tagihan,Dokumen,Biro Keuangan,1,2,3,4,1,2,3,4,"Keterlambatan penyampaian dokumen tagihan dan kelengkapan dokumen tagihan yang tidak sesuai ketentuan.
","Meningkatkan koordinasi lintas fungsi dan memberikan feedback tertulis terkait temuan agar dapat segera diperbaiki.
","Ketercapaian atas rencana aksi Melakukan monitoring belanja kontraktual dan penyelesaian tagihan telah 
sesuai dengan target yang telah ditetapkan, yaitu sebesar 1 dokumen dokumen Monitoring Kontrak. Sehingga sampai dengan Triwulan IV target penyelesaian secara kumulatif sebanyak dokumen. "
General,Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),"5. Melakukan koordinasi antara Bendahara, Penanggungjawab kegiatan dan PPK terkait penggunaan UP dan TUP",Kegiatan,Biro Keuangan,1,2,3,4,1,2,3,4,adanya kesalahan rencana perhitungan pengajuan TUP yang lebih dari pengajuannya serta adanya kegiatan mendadak,Memaksimalkan penggunaan sisa TUP untuk kegiatan lain yang tidak ada dalam pengajuan,"Ketercapaian atas rencana aksi Melakukan koordinasi antara Bendahara, Penanggungjawab kegiatan dan PPK terkait penggunaan UP dan TUP telah sesuai dengan target yang telah ditetapkan, yaitu sebesar 1 dokumen dokumen Terlaksananya koordinasi antara PJK, PPK, dan BPP terkait pengelolaan UP / TUP. Sehingga sampai dengan Triwulan III target penyelesaian secara kumulatif sebanyak 4 dokumen."
General,Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),6. Membuat Surat Edaran mengenai langkah-langkah akhir tahun anggaran ,Dokumen,Biro Keuangan,0,0,0,1,1,,,1,"dalam membuat LLAT BPS harus sesuai dengan perdirjen perbendaharaan tentang LLAT agar jadwal selaras 
","menunggu keluarnya perdirjen perbendaharaan tentang LLAT 2025
",Target penyelesaian atas rencana aksi membuat Surat Edaran mengenai langkah-langkah akhir tahun anggaran telah tercapai di Triwulan IV.
General,Penguatan Pengelolaan Keuangan dan Aset,Indikator Kinerja Pelaksanaan Anggaran (IKPA),7. Menetapkan target dan penyampaian perhitungan capaian output dengan benar dan tepat waktu ,Persentase,Biro Keuangan,25,50,75,100,25,50,75,100,"adanya perbedaan antara target dan realisasi capaian output yang disampaikan
","melakukan penyesuaian target di TW IV
","Ketercapaian atas rencana aksi Menetapkan target dan penyampaian perhitungan dan tepat waktu telah sesuai dengan target yang telah ditetapkan, yaitu sebesar 100 persen pada triwulan IV berupa terlaksananya penyampaian laporan target dan capaian output.  "
General,Penguatan Pengelolaan Keuangan dan Aset,Indeks Pengelolaan Aset (IPA),"Pengajuan Sanggah Hal tersebut didasari pada :
a. Adanya perhitungan PNBP yang belum sesuai dengan realisasi PNBP pada Laporan Realisasi PNBP, sehingga pada saat perhitungan awal, seolah-olah perolehan PNBP tidak optimal, Tidak ada TL atas BMN RB, dll

Adanya Tindak Lanjut Pengelolaan yang belum dihitung pada penilaian IPA 2024. Hasil atas pengajuan sanngah tersebut, nilai IPA terkoreksi menjadi 3,66

Dengan dilakukannya sanggah nilai IPA dan merubah Nilai IPA BPS dari 3,21 menjadi 3,66, maka rekomendasi LHE sudah tidak relevan

b. Perbaikan Target/estimasi PNBP sudah dilakukan dari tahun yang lalu, dengan melakukan perhitungan estimasi PNBP dari pengelolaan BMN",Persentase,Biro Umum ,25,50,75,100,0.1952,0.383,0.8633,1.0561,"TL BPK 
- Secara Resmi LHP belum diterima, namun informasi tentang isi LHP LKPP sudah disampaikan pada Tw III. Hal ini membuat perencanaan Tindak Lanjut menjadi mundur di Tw IV

Pengelolaan PNBP
- Belum terlaksana sepenuhnya kebijakan Akuntansi penggunaan akun PNBP dari pengelolaan BMNPelaporan BMN
- Perubahan kebijakan Pelaporan Keuangan dari Kemenkeu","TL BPK 
- Mengidentifikasi daftar tanah pada LHP kemudian meverifikasi dengan data kondisi terakhir. atas BMN yang masih perlu di TL akan direncanakan pada Tw IV

Pengelolaan PNBP
- Perbaikan Penggunaan AkunPelaporan BMN
- Perlu Penyesuaian timeline Pelaporan ",Tim indeks meso belum mengirimkan capaian dan bukti dukung
General,Penguatan Pengelolaan Keuangan dan Aset,Indeks Pengelolaan Aset (IPA),"Melaksanakan kegiatan Pelaporan BMN, RKBMN, Wasdal dan Asuransi sesuai dengan ketentuan",Persentase,,64,69,83,100,0.7222,0.7778,0.8333,1,"Wasdal
-Ditemukan ketidaksesuaian detail dana BMN antara data SIMAN dengan kondisi sebenarnya

Asuransi BMN
-ditemukan ketidaksesuaian daftar ABMN berdasarkan peraturan yang berlaku (Audit PDTT)","Wasdal
-Meninventarisir ketidaksesuaian Data BMN tersebut

Asuransi BMN
-Optimalisasi proses verifikasi data usulan",Tim indeks meso belum mengirimkan capaian dan bukti dukung
General,Penguatan Pengelolaan Keuangan dan Aset,Indeks Pengelolaan Aset (IPA),"Dalam upaya optimalisasi pencapaian nilai IPA tahun 2025, Biro umum akan mengoptimalkan aplikasi SIMAN dalam rangka pengelolaan BMN. Biro Umum akan meningkatkan kegiatan Pengawasan dan pengendalian dalam pengelolaan BMN


Biro Umum secara periodik melakukan monitoring pengelolaan BMN yang bersinggungan dengan proses penghapusan BMN.",Persentase,,25,50,75,100,0.5956,0.8133,0.9889,1.0244,"Pemindahtanganan BMN
- Menunda Usulan SK Penghapusan

TL BMN RB
-Satker yang belum memproses tindak lanjut BMN TDOP/RB berupa usulan penghapusan","Pemindahtanganan BMN
- Lelang Ulang
- Optimalisasi Monitoring dan Pengawasan

TL BMN RB
- Optimalisasi Monitoring dan Pengawasan",Tim indeks meso belum mengirimkan capaian dan bukti dukung
General,Penguatan Pengelolaan Keuangan dan Aset,Indeks Pengelolaan Aset (IPA),Optimalisasi penggunaan BMN dengan memanfaatkan tool SIMAN BMN sebagai tool monitoring optimalisasi BMN berdasarkan SBSK,,,42.5,64.75,80.75,99.75,0.3374,0.5672,109.16,1.0917,"Sertifkasi Tanah Negara
1. Satker belum update luas pada SAKTI sesuai sertipikat (K4) 4 Bidang (Kab. Maluku Tengah, Kab. Seram Bagian Timur, Prov. papua, Kab. Mappi) 
2. Masih terdapat tanah bermasalah 5 bidang (Prov. Sumbar, Kab. TanJab Barat, Kab. Ponorogo, Kab. Tolikara, Kab. Sarmi)
3. Penyelesaian Proses administrasi 14 bidang (Kab. Tolikara, Kab. Lubuk Linggau, Prov Jawa Timur, Kab. Humbang Hasundutan, Kab. Tanah Datar, Kab. Bengkalis, Kab. Waikanan, Kab. Temanggung, Kab. Sangihe, Kab. Maluku Tengah (2), Kab. Buru, Kab. Peg. Bintang, Kab. Waropen)
4. Belum berproses 1 bidang (Kab. Mimika) 

Penetapan Status Penggunaan
- Proses reviu SK PSP dibagian hukum s.d SK di tandatangani relatif lama   ","Sertifkasi Tanah Negara
- Mendorong agar 24 sisa Bidang tanah agar dioptimalkan progressnya sesuai target yang sudah di tetapkan

Penetapan Status Penggunaan
- Perlu Koordinasi dengan tim hukum untuk percepatan proses finalisasi SK PSP 
- Perlu pembahasan pendelegasian wewenang penandatanganan SK pengelolaan BMN
- Perlu percepatan regulasi pelimpahan wewenang pengelolaan BMN di lingkungan BPS","Ketercapaian pada rencana aksi ini telah melebihi target yang ditetapkan pada Triwulan III. Target sebesar 80,75 persen telah terealisasi  sebesar 109,16 persen, dengan bukti dukung berupa Dokumen Spreadsheet Target Sertifikasi BPS, Tabel Pengecekan dan Monitoring Pengajuan PSP BMN, serta Rekap Tanah Instansi BPS Triwulan III Tahun 2025."
General,Peningkatan Pengelolaan dan Penyelesaian Pengaduan Masyarakat ,Tingkat Tindak Lanjut Pengaduan Masyarakat (LAPOR) yang Sudah Diselesaikan,1. Melakukan reviu SOP SP4NLapor,Dokumen,Inspektorat Wilayah III,0,0,1,1,,,1,1,Masih menunggu respon dari Tim Humas untuk pembahasan reviu SOP,ND sudah dikirimkan ke BHH sejak triwulan III,Ketercapaian atas output dari rencana aksi melakukan reviu SOP SP4NLapor telah tercapai pada Triwulan III yaitu sebanyak 1 dokumen SOP SP4NLapor hasil reviu.
General,Peningkatan Pengelolaan dan Penyelesaian Pengaduan Masyarakat ,Tingkat Tindak Lanjut Pengaduan Masyarakat (LAPOR) yang Sudah Diselesaikan,2. Penyusunan peraturan BPS kolaborasi dengan HUMAS dan HUKUM,Dokumen,Inspektorat Wilayah III,0,0,1,1,,,1,1,Masih menunggu respon dari Tim Humas untuk pembahasan finalisasi Perban,ND sudah dikirimkan ke BHH sejak triwulan III,Ketercapaian atas output dari rencana aksi Penyusunan peraturan BPS kolaborasi dengan HUMAS dan HUKUM telah sesuai dengan target yang ditetapkan yaitu sebanyak 1 dokumen Draft Peraturan BPS tentang Pengelolaan Pengaduan Masyarakat di Lingkungan BPS. Dokumen tersebut telah dikirimkan ke Biro Humas dan Hukum untuk dilakukan finalisasi menjadi Perban.
General,Peningkatan Pengelolaan dan Penyelesaian Pengaduan Masyarakat ,Tingkat Tindak Lanjut Pengaduan Masyarakat (LAPOR) yang Sudah Diselesaikan,"3. Kegiatan monitoring SP4NLapor Bulanan, se-Indonesia",Dokumen,Inspektorat Wilayah III,3,6,9,12,3,6,9,12,Tidak ada kendala,-,"Ketercapaian atas output dari rencana aksi kegiatan monitoring SP4NLapor Bulanan, se-Indonesia telah sesuai dengan target yang ditetapkan di Triwulan IV yaitu sebanyak 3 dokumen Laporan Monitoring Bulan Oktober, November, Desember 2025."
General,Penguatan Pengadaan Barang dan Jasa Pemerintah,Indeks Tata Kelola Pengadaan (ITKP),1. Pembangunan dashboard pemanfaatan sistem pengadaan,Dokumen,Biro Umum,0,1,1,1,,1,1,1,Tidak ada kendala,-,Target rencana aksi Pembangunan dashboard pemanfaatan sistem pengadaan sudah terealisasi pada Triwulan II berupa pembentukan Tim Pembuatan dashboard monitoring pemanfaatan sistem pengadaan yang dituangkan dalam bentuk SK. Sedangkan untuk dashboard monitoring pemanfaatan sistem pengadaan sebanyak 1 aplikasi telah terealisasi pada Triwulan III sesuai dengan target. Kemudian target atas indikator terlaksananya sosialisasi penggunaan dashboard monitoring pemanfaatan sistem pengadaan keseluruh satker BPS telah tercapai di Triwulan IV ini.
General,Penguatan Pengadaan Barang dan Jasa Pemerintah,Indeks Tata Kelola Pengadaan (ITKP),2. Pelaksanaan Monitoring pemanfaatan sistem pengadaan TA 2024,Laporan,Biro Umum,1,1,1,1,1,1,1,1,Keberlanjutan pengelolaan oleh Satker daerah tidak terjadi secara konsisten ,"Membutuhkan sosialisasi kepada setiap stakeholder pengelolaan pengadaan, KPA, PPK, Jabfung PBJ, APIP, Perencanaan hingga Kehumasan",Target rencana aksi Pelaksanaan Monitoring pemanfaatan sistem pengadaan TA 2024 sudah terealisasi sesuai dengan target yang ditetapkan sebanyak 1 dokumen pada Triwulan I.
General,Penguatan Pengadaan Barang dan Jasa Pemerintah,Indeks Tata Kelola Pengadaan (ITKP),3. Pelaksanaan Monitoring pemanfaatan sistem pengadaan TA 2025,Laporan,Biro Umum,1,2,3,4,1,2,3,4,"Belum Adanya kesadaran sebagian besar JF PBJ terkait fungsinya, terutama yang di daerah terkait peran sertanya dalam mendampingi pengelolaan PBJ terutama terkait pemanfaatan sistem pengadaan

Data Realisasi Triwulan IV 2025 Final Dapat Diperoleh Pada Akhir Bulan Januari 2026, tepatnya tanggal 1 Februari 2026, Sehingga link data yang disampaikan belum bersifat final, masih link Data sementara2025, yang bersifat dinamis

Sumber Data ISB, khususnya terkait E Purchasing mengalami permasalahan/ eror sehingga data yang ditarik tidak akurat, maka sementara link ditutup","Penilaian bersumber dari pengelolaan mandiri data yang diperoleh dari platform Inaproc Service Bus (ISB) dan Big Box LKPP yang bisa diakses oleh K/L;

Membutuhkan sosialisasi secara massive peran Jabfung PBJ terkait pengelolaan data Untuk ITKP",Ketercapaian atas output dari rencana aksi Pelaksanaan Monitoring pemanfaatan sistem pengadaan TA 2025 pada Triwulan IV telah sesuai dengan target yang ditetapkan sebanyak 1 dokumen monitoring pemanfaatan sistem pengadaan TA 2025
General,Penguatan Pengadaan Barang dan Jasa Pemerintah,Indeks Tata Kelola Pengadaan (ITKP),4. Pelaksanaan kegiatan pemenuhan keterisian formasi JF PPBJ,Laporan,Biro Umum,0,1,1,2,1,2,3,4,"JF PPBJ Pertama dan Muda yang telah selesai mengikuti pelatihan perjenjangan muda dan madya masih menunggu tindak lanjut berupa ujikom kenaikan jenjang muda dan madya dr LKPP

Proses persetujuan usulan kenaikan jenjang Muda dan Madya 2 orang pegawai yang diusulkan masih berproses di Biro SDM BPS","Memantau dan berkoordinasi dengan pusdiklat BPS dan LKPP terkait jadwal ujikom kenaikan jenjang muda bagi JF PPBJ Pertama dan ujikom kenaikan jenjang madya bagi JF PPBJ Muda

Memantau dan berkoordinasi dengan Biro SDM BPS terkait progres penyelesaian SK kenaikan jenjang 2 pegawai yang diusulkan",Target dari rencana aksi Pelaksanaan kegiatan pemenuhan keterisian formasi JF PPBJ telah tercapai di Triwulan I. Sedangkan untuk  target pada output terlaksananya updating JF PPBJ yang mutasi/pensiun/meninggal pada portal PPSDM LKPP telah tercapai di Triwulan IV.
General,Penguatan Pengadaan Barang dan Jasa Pemerintah,Indeks Tata Kelola Pengadaan (ITKP),5. Pembentukan tim SDM dan Kelembagan UKPBJ yang salah satunya mengkoordinasikan pemenuhan bukti dukung dalam rangka pencapaian kematangan UKPBJ Level 3 (Proaktif),Dokumen,Biro Umum,1,1,1,1,1,1,1,1,Tidak ada kendala,-,Tidak ada keterangan
General,Penguatan Sistem Merit,Indeks Sistem Merit,"1. Melakukan asesmen terhadap pegawai sesuai dengan standar kompetensi jabatan, dan penyusunan profil pegawai berdasarkan kompetensi/talenta dan diperbarui secara berkala",Persen,Biro SDM,"25

500","50

1000","75

1500","100

2000",25,50,75,100,"Kendala minor terkait aplikasi penilaian kompetensi yang digunakan

Kendala terkait bentrok jadwal pelaksanaan asesmen pemetaan dengan jadwal kegiatan rutin pegawai (asesi) pada unit kerjanya.","Dilakukan pengujian aplikasi bekerjasama dengan Direktorat Sistem Informasi Statistik

Asesmen dilakukan dalam beberapa batch (diadakan asesmen susulan untuk mengakomodir pegawai (calon asesi) yang bentrok jadwal dengan kegiatan rutin unit kerja.","Ketercapaian atas output rencana aksi Melakukan asesmen terhadap pegawai sesuai dengan standar kompetensi jabatan, dan penyusunan profil pegawai berdasarkan kompetensi/talenta dan diperbarui secara berkala telah sesuai dengan target yang ditetapkan yaitu sebesar 100 persen atau sebanyak 2000 pegawai yang telah di asesmen. Kegiatan yang telah dilakukan pada Triwulan IV adalah pelaksanaan kegiatan penilaian kompetensi (asesmen) pegawai untuk tujuan pemetaan JF Ahli Madya dan Administrator, serta uji kompetensi manajerial dan sosial kultural pejabat fungsional Statistisi dan Pranata Komputer BPS."
